Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Best_Selling_Region,Best_Selling_Region_Sales_Ratio,Platform_Sales_Contribution
EA Sports UFC,XOne,2014.0,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.47,70.0,23.0,6.3,152.0,EA Sports,T,North-America,0.6382978723404256,0.0029478173607626
Kong: The 8th Wonder of the World,GBA,2005.0,Action,Ubisoft,0.33,0.12,0.0,0.01,0.47,59.0,8.0,tbd,,Ubisoft,E10+,North-America,0.7021276595744682,0.0015378574700608
Spider-Man 3,DS,2007.0,Platform,Activision,0.41,0.02,0.0,0.04,0.47,79.0,21.0,6.5,17.0,Vicarious Visions,E10+,North-America,0.8723404255319149,0.0005847734935861
Dead or Alive 4,X360,2005.0,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47,85.0,76.0,8.2,223.0,Team Ninja,M,North-America,0.6382978723404256,0.0004888754823744
Godzilla: Save the Earth,PS2,2004.0,Fighting,Atari,0.23,0.18,0.0,0.06,0.47,62.0,19.0,8.7,21.0,"Pipeworks Software, Inc.",T,North-America,0.4893617021276596,0.0003810419470432
Dance Dance Revolution: Mario Mix,GC,2005.0,Misc,Nintendo,0.36,0.09,0.0,0.01,0.47,69.0,28.0,8.4,19.0,Hudson,E,North-America,0.7659574468085106,0.00238409252308
Metal Gear Solid: The Twin Snakes,GC,2004.0,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85.0,54.0,9,142.0,Silicon Knights,M,North-America,0.6382978723404256,0.00238409252308
Art Academy: Lessons for Everyone,3DS,2012.0,Action,Nintendo,0.2,0.04,0.21,0.02,0.46,81.0,14.0,7.6,22.0,"Nintendo, Headstrong Games",E,Japan,0.4565217391304347,0.0017834987593052
Mat Hoffman's Pro BMX 2,PS2,2002.0,Sports,Activision,0.23,0.18,0.0,0.06,0.46,76.0,22.0,9.1,7.0,Rainbow Studios,T,North-America,0.5,0.0003729346715742
Metal Gear Solid: The Essential Collection,PS2,2007.0,Adventure,Konami Digital Entertainment,0.23,0.18,0.0,0.06,0.46,,,8.9,9.0,Konami,M,North-America,0.5,0.0003729346715742
One Piece: Pirate Warriors 3,PS4,2015.0,Action,Namco Bandai Games,0.09,0.22,0.1,0.06,0.46,74.0,34.0,7.4,118.0,Omega Force,T,Europe,0.4782608695652173,0.0014638958724501
Iridion 3D,GBA,2001.0,Shooter,THQ,0.33,0.12,0.0,0.01,0.46,53.0,15.0,tbd,,Shin'en,E,North-America,0.717391304347826,0.0015051370983574
2010 FIFA World Cup South Africa,PSP,2010.0,Sports,Electronic Arts,0.09,0.22,0.03,0.12,0.46,69.0,11.0,7.4,9.0,Electronic Arts,E,Europe,0.4782608695652173,0.0015873563615031
Classic NES Series: Pac-Man,GBA,2004.0,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46,53.0,13.0,tbd,,Nintendo,E,North-America,0.5434782608695652,0.0015051370983574
Two Worlds II,PS3,2011.0,Role-Playing,Unknown,0.26,0.1,0.06,0.05,0.46,70.0,28.0,7,65.0,Reality Pump,M,North-America,0.5652173913043478,0.0004940127798958
Football Manager 2015,PC,2014.0,Simulation,Sega,0.0,0.44,0.0,0.03,0.46,80.0,36.0,6,151.0,Sports Interactive,,Europe,0.9565217391304348,0.0017954022091253
Destroy All Humans!,XB,2005.0,Shooter,THQ,0.34,0.11,0.0,0.02,0.46,,,,,,,North-America,0.7391304347826088,0.0018247451307072
Petz Sports,Wii,2008.0,Simulation,Ubisoft,0.42,0.01,0.0,0.04,0.46,,,,,,,North-America,0.9130434782608696,0.0005158454257967
Imagine: Figure Skater (US sales),DS,2007.0,Sports,Ubisoft,0.46,0.01,0.0,0.0,0.46,,,,,,,North-America,1.0,0.0005723315043609
SimCity Creator,Wii,2008.0,Simulation,Electronic Arts,0.36,0.02,0.04,0.04,0.46,67.0,17.0,6.8,13.0,Electronic Arts,E,North-America,0.7826086956521738,0.0005158454257967
Dragon Ball Z: Collectible Card Game,GBA,2002.0,Misc,Infogrames,0.33,0.12,0.0,0.01,0.46,62.0,4.0,5.5,4.0,ImaginEngine,E,North-America,0.717391304347826,0.0015051370983574
Harry Potter and the Order of the Phoenix,Wii,2007.0,Action,Electronic Arts,0.38,0.05,0.0,0.04,0.46,69.0,34.0,7.2,28.0,EA Games,E10+,North-America,0.8260869565217391,0.0005158454257967
The Sims 3: Ambitions,PC,2010.0,Simulation,Electronic Arts,0.0,0.29,0.0,0.17,0.46,74.0,25.0,7.3,51.0,EA Redwood Shores,T,Europe,0.6304347826086956,0.0017954022091253
Razor Freestyle Scooter,PS,1999.0,Sports,Ubisoft,0.26,0.17,0.0,0.03,0.46,65.0,11.0,tbd,,Shaba Games,E,North-America,0.5652173913043478,0.0006323806381545
Disney's Kim Possible 3: Team Possible,GBA,2005.0,Platform,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.46,76.0,6.0,7.7,6.0,Artificial Mind and Movement,E,North-America,0.717391304347826,0.0015051370983574
Rygar: The Legendary Adventure,PS2,2002.0,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46,83.0,30.0,8.4,14.0,Tecmo,T,North-America,0.4347826086956521,0.0003729346715742
Syphon Filter: Logan's Shadow,PSP,2007.0,Shooter,Sony Computer Entertainment,0.25,0.12,0.0,0.09,0.46,85.0,41.0,8.8,47.0,Sony Bend,T,North-America,0.5434782608695652,0.0015873563615031
Super Batter Up,SNES,1992.0,Sports,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,,,,,,,Japan,1.0,0.002299425143714
Kessen II,PS2,2001.0,Strategy,THQ,0.13,0.1,0.2,0.03,0.46,71.0,15.0,8.3,22.0,Koei,T,Japan,0.4347826086956521,0.0003729346715742
Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993.0,Platform,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,,,,,,,Japan,1.0,0.002299425143714
Stuart Little 2,GBA,2002.0,Platform,Activision,0.33,0.12,0.0,0.01,0.46,59.0,10.0,tbd,,Creations,E,North-America,0.717391304347826,0.0015051370983574
Tak 2: The Staff of Dreams,GBA,2004.0,Platform,THQ,0.33,0.12,0.0,0.01,0.46,45.0,5.0,tbd,,Avalanche Software,E,North-America,0.717391304347826,0.0015051370983574
SingStar Amped,PS2,2007.0,Misc,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.46,76.0,20.0,tbd,,SCEE London Studio,T,North-America,0.5,0.0003729346715742
Brothers In Arms: Earned in Blood,PS2,2005.0,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46,71.0,20.0,7.9,23.0,Gearbox Software,M,North-America,0.8260869565217391,0.0003729346715742
The Evil Within,X360,2014.0,Action,Bethesda Softworks,0.25,0.16,0.01,0.04,0.46,,,7.6,172.0,Tango Gameworks,M,North-America,0.5434782608695652,0.0004784738763665
Dragon Ball Z: Sagas,PS2,2005.0,Fighting,Atari,0.38,0.01,0.0,0.06,0.46,49.0,13.0,5.4,29.0,Avalanche Software,T,North-America,0.8260869565217391,0.0003729346715742
Scooby-Doo,GBA,2001.0,Platform,THQ,0.33,0.12,0.0,0.01,0.46,64.0,5.0,tbd,,Helixe,E,North-America,0.717391304347826,0.0015051370983574
MX vs. ATV: Alive,PS3,2011.0,Racing,THQ,0.24,0.15,0.0,0.07,0.46,61.0,41.0,6.7,11.0,THQ Digital Studio Phoenix,E,North-America,0.5217391304347826,0.0004940127798958
Hydro Thunder,PS,1999.0,Racing,Midway Games,0.26,0.17,0.0,0.03,0.46,,,,,,,North-America,0.5652173913043478,0.0006323806381545
NHL FaceOff '97,PS,1996.0,Sports,Sony Computer Entertainment,0.26,0.17,0.0,0.03,0.46,,,,,,,North-America,0.5652173913043478,0.0006323806381545
Thief (2014),XOne,2014.0,Action,Square Enix,0.26,0.15,0.0,0.04,0.46,,,,,,,North-America,0.5652173913043478,0.0028850978424485
The Walking Dead: Season One,PS4,2014.0,Adventure,Telltale Games,0.12,0.25,0.02,0.07,0.46,,,,,,,Europe,0.5434782608695652,0.0014638958724501
NBA Live 07,X360,2006.0,Sports,Electronic Arts,0.42,0.0,0.0,0.04,0.46,59.0,32.0,4.9,60.0,EA Sports,E,North-America,0.9130434782608696,0.0004784738763665
Brothers In Arms: Road to Hill 30,PS2,2005.0,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46,82.0,30.0,7.6,30.0,Gearbox Software,M,North-America,0.8260869565217391,0.0003729346715742
The Legend of Spyro: Dawn of the Dragon,DS,2008.0,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46,57.0,9.0,6.8,10.0,Etranges Libellules,E,North-America,0.5652173913043478,0.0005723315043609
Gremlins,2600,1983.0,Action,Atari,0.43,0.03,0.0,0.0,0.46,,,,,,,North-America,0.934782608695652,0.0053136190366177
The Mark of Kri,PS2,2002.0,Action,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,80.0,37.0,7.9,29.0,SCEA,M,North-America,0.4782608695652173,0.0003729346715742
Need for Speed: Hot Pursuit,Wii,2010.0,Racing,Electronic Arts,0.17,0.23,0.0,0.05,0.46,50.0,8.0,3.7,18.0,Exient Entertainment,E10+,Europe,0.5,0.0005158454257967
Jampack Winter 2003 (RP-M),PS2,2003.0,Misc,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,,,,,,,North-America,0.4782608695652173,0.0003729346715742
Rugrats: Castle Capers,GBA,2001.0,Action,THQ,0.33,0.12,0.0,0.01,0.46,,,,,,,North-America,0.717391304347826,0.0015051370983574
Crash Nitro Kart,GBA,2003.0,Racing,Vivendi Games,0.33,0.12,0.0,0.01,0.46,77.0,6.0,8.3,12.0,Vicarious Visions,E,North-America,0.717391304347826,0.0015051370983574
Crayola: Treasure Adventures,DS,2007.0,Puzzle,Ignition Entertainment,0.42,0.01,0.0,0.03,0.46,65.0,14.0,tbd,,Crave,E,North-America,0.9130434782608696,0.0005723315043609
LEGO The Hobbit,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.12,0.27,0.0,0.07,0.46,,,7,10.0,TT Games,E10+,Europe,0.5869565217391305,0.0004940127798958
Silent Hill: Downpour,PS3,2012.0,Action,Konami Digital Entertainment,0.21,0.15,0.04,0.06,0.46,64.0,41.0,6.9,262.0,Vatra,M,North-America,0.4565217391304347,0.0004940127798958
Mega Man Star Force 3: Black Ace / Red Joker,DS,2008.0,Action,Capcom,0.22,0.0,0.22,0.02,0.46,,,,,,,North-America,0.4782608695652173,0.0005723315043609
WWE SmackDown vs. Raw 2011,Wii,2010.0,Fighting,THQ,0.29,0.13,0.0,0.04,0.46,72.0,7.0,tbd,,Yuke's,T,North-America,0.6304347826086956,0.0005158454257967
Jak and Daxter: The Lost Frontier,PS2,2009.0,Platform,Sony Computer Entertainment,0.22,0.17,0.0,0.06,0.46,72.0,8.0,4.6,32.0,High Impact Games,E10+,North-America,0.4782608695652173,0.0003729346715742
Momotarou Dentetsu 11,PS2,2002.0,Misc,Hudson Soft,0.0,0.0,0.46,0.0,0.46,,,,,,,Japan,1.0,0.0003729346715742
Disney Infinity 3.0,WiiU,2015.0,Action,Disney Interactive Studios,0.21,0.21,0.0,0.04,0.46,,,,,,,North-America,0.4565217391304347,0.0055988315481986
The Sims 3: Outdoor Living Stuff,PC,2011.0,Simulation,Electronic Arts,0.0,0.38,0.0,0.08,0.46,,,5.6,17.0,The Sims Studio,T,Europe,0.8260869565217391,0.0017954022091253
Star Wars: Demolition,PS,2000.0,Racing,Activision,0.25,0.17,0.0,0.03,0.46,63.0,11.0,6.5,6.0,"Luxoflux, Inc.",T,North-America,0.5434782608695652,0.0006323806381545
Bloody Roar II,PS,1999.0,Fighting,Virgin Interactive,0.25,0.17,0.0,0.03,0.46,,,,,,,North-America,0.5434782608695652,0.0006323806381545
Delta Force: Black Hawk Down,PS2,2005.0,Shooter,NovaLogic,0.22,0.17,0.0,0.06,0.46,58.0,25.0,8.8,51.0,Rebellion,T,North-America,0.4782608695652173,0.0003729346715742
The Princess and the Frog,Wii,2009.0,Platform,Disney Interactive Studios,0.29,0.13,0.0,0.04,0.46,,,tbd,,Griptonite Games,E,North-America,0.6304347826086956,0.0005158454257967
Space Invaders,SNES,1994.0,Shooter,Taito,0.0,0.0,0.46,0.0,0.46,,,,,,,Japan,1.0,0.002299425143714
.hack//Outbreak Part 3,PS2,2002.0,Role-Playing,Atari,0.14,0.11,0.17,0.04,0.46,70.0,23.0,8.7,19.0,CyberConnect2,T,Japan,0.3695652173913044,0.0003729346715742
Mother 1+2,GBA,2003.0,Role-Playing,Nintendo,0.0,0.0,0.45,0.01,0.46,,,,,,,Japan,0.9782608695652174,0.0015051370983574
MX vs. ATV Untamed,PS3,2007.0,Racing,THQ,0.35,0.06,0.0,0.05,0.46,67.0,33.0,6.1,8.0,Rainbow Studios,E,North-America,0.7608695652173912,0.0004940127798958
Boom Blox Bash Party,Wii,2009.0,Puzzle,Electronic Arts,0.33,0.09,0.0,0.04,0.46,86.0,48.0,8.4,37.0,EA LA,E,North-America,0.717391304347826,0.0005158454257967
Top Spin,XB,2003.0,Sports,Microsoft Game Studios,0.36,0.08,0.0,0.02,0.46,89.0,44.0,8.2,31.0,Pam Development,E,North-America,0.7826086956521738,0.0018247451307072
Brothers In Arms: D-Day,PSP,2006.0,Shooter,Ubisoft,0.23,0.14,0.0,0.09,0.46,65.0,19.0,9.1,64.0,Ubisoft Shanghai,M,North-America,0.5,0.0015873563615031
Warhawk,PS,1995.0,Simulation,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.46,,,,,,,North-America,0.5434782608695652,0.0006323806381545
The Golden Compass,X360,2007.0,Action,Sega,0.3,0.12,0.0,0.04,0.46,41.0,25.0,4.1,14.0,Shiny Entertainment,E10+,North-America,0.6521739130434782,0.0004784738763665
Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46,67.0,28.0,7.9,30.0,Buzz Monkey,T,Europe,0.5217391304347826,0.0015873563615031
Just Dance 2014,XOne,2013.0,Misc,Ubisoft,0.3,0.11,0.0,0.04,0.45,71.0,6.0,7,58.0,Ubisoft,E10+,North-America,0.6666666666666666,0.0028223783241344
Tales of Vesperia,PS3,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.45,0.0,0.45,,,,,Bandai Namco Games,,Japan,1.0,0.0004832733716372
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005.0,Platform,THQ,0.33,0.12,0.0,0.01,0.45,,,,,,,North-America,0.7333333333333334,0.001472416726654
Dora The Explorer: Dora Saves the Snow Princess,DS,2008.0,Platform,Take-Two Interactive,0.26,0.15,0.0,0.03,0.45,,,,,,,North-America,0.5777777777777778,0.0005598895151356
Missile Command,PS,1999.0,Shooter,Atari,0.25,0.17,0.0,0.03,0.45,,,,,,,North-America,0.5555555555555556,0.0006186332329772
FIFA 15,3DS,2014.0,Sports,Electronic Arts,0.09,0.34,0.0,0.03,0.45,,,2.4,35.0,EA Sports,E,Europe,0.7555555555555555,0.0017447270471464
Jikkyou Powerful Pro Yakyuu 3,SNES,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,,,,,,Japan,1.0,0.0022494376405898
Jikkyou Powerful Pro Yakyuu 12,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,,,,,,Japan,1.0,0.0003648273961052
Enter the Matrix,GC,2003.0,Action,Atari,0.34,0.09,0.02,0.01,0.45,63.0,23.0,8,45.0,Shiny Entertainment,T,North-America,0.7555555555555555,0.002282641777417
LEGO The Hobbit,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.2,0.21,0.0,0.04,0.45,70.0,4.0,8.7,11.0,TT Games,E10+,Europe,0.4666666666666666,0.0004680722703585
NASCAR 2005: Chase for the Cup,XB,2004.0,Racing,Electronic Arts,0.34,0.1,0.0,0.02,0.45,86.0,16.0,tbd,,EA Tiburon,E,North-America,0.7555555555555555,0.0017850767583006
J-League Excite Stage '95,SNES,1995.0,Sports,Epoch,0.0,0.0,0.45,0.0,0.45,,,,,,,Japan,1.0,0.0022494376405898
Vin Diesel: Wheelman,X360,2009.0,Racing,Ubisoft,0.24,0.17,0.0,0.05,0.45,,,,,,,North-America,0.5333333333333333,0.0004680722703585
NHL 15,X360,2014.0,Sports,Electronic Arts,0.35,0.05,0.0,0.05,0.45,,,2.8,47.0,EA Sports,E10+,North-America,0.7777777777777777,0.0004680722703585
Phantasy Star Online Episode I & II,GC,2002.0,Role-Playing,Infogrames,0.23,0.06,0.16,0.01,0.45,,,,,,,North-America,0.5111111111111111,0.002282641777417
PlayStation All-Stars Battle Royale,PSV,2012.0,Action,Sony Computer Entertainment,0.21,0.14,0.01,0.09,0.45,75.0,15.0,7.5,221.0,Bluepoint Games,T,North-America,0.4666666666666666,0.0083612040133779
The Powerpuff Girls: Relish Rampage,PS2,2002.0,Action,BAM! Entertainment,0.22,0.17,0.0,0.06,0.45,46.0,5.0,6.8,5.0,VIS Entertainment,E,North-America,0.4888888888888889,0.0003648273961052
Bleach: The Blade of Fate,DS,2006.0,Fighting,Sega,0.29,0.01,0.12,0.03,0.45,83.0,32.0,7.5,23.0,Treasure,T,North-America,0.6444444444444444,0.0005598895151356
American Girl: Kit Mystery Challenge!,DS,2008.0,Adventure,THQ,0.42,0.0,0.0,0.03,0.45,,,tbd,,Webfoot Technologies,E,North-America,0.9333333333333332,0.0005598895151356
Country Dance 2,Wii,2011.0,Misc,GameMill Entertainment,0.43,0.0,0.0,0.03,0.45,,,tbd,,High Voltage Software,E10+,North-America,0.9555555555555556,0.0005046313948011
NFL Head Coach,PS2,2006.0,Sports,Electronic Arts,0.38,0.01,0.0,0.06,0.45,66.0,22.0,6.9,15.0,EA Tiburon,E,North-America,0.8444444444444444,0.0003648273961052
Ghostbusters,2600,1985.0,Puzzle,Activision,0.42,0.03,0.0,0.0,0.45,,,,,,,North-America,0.9333333333333332,0.0051981055792999
Nickelodeon Team Umizoomi,DS,2011.0,Action,Take-Two Interactive,0.42,0.0,0.0,0.03,0.45,,,tbd,,Black Lantern Studios,EC,North-America,0.9333333333333332,0.0005598895151356
NCAA Gamebreaker 99,PS,1998.0,Sports,989 Studios,0.25,0.17,0.0,0.03,0.45,,,,,,,North-America,0.5555555555555556,0.0006186332329772
Tomb Raider: Underworld,Wii,2008.0,Action,Eidos Interactive,0.13,0.27,0.0,0.05,0.45,70.0,12.0,7.2,20.0,Crystal Dynamics,T,Europe,0.6,0.0005046313948011
Area 51,PS2,2005.0,Shooter,Midway Games,0.22,0.17,0.0,0.06,0.45,75.0,37.0,8.4,52.0,Midway Studios - Austin,M,North-America,0.4888888888888889,0.0003648273961052
World Stadium 2,PS,1998.0,Sports,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45,,,,,,,Japan,0.9333333333333332,0.0006186332329772
NHL 2005,PS2,2004.0,Sports,Electronic Arts,0.22,0.17,0.0,0.06,0.45,75.0,21.0,8.3,23.0,EA Sports,E,North-America,0.4888888888888889,0.0003648273961052
The New York Times Crosswords,DS,2007.0,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45,79.0,15.0,6.7,6.0,BudCat,T,North-America,0.9333333333333332,0.0005598895151356
Karaoke Revolution Presents American Idol Encore,Wii,2008.0,Misc,Konami Digital Entertainment,0.42,0.0,0.0,0.03,0.45,,,7.8,21.0,Blitz Games,E,North-America,0.9333333333333332,0.0005046313948011
Barbie as The Island Princess,Wii,2007.0,Adventure,Activision,0.42,0.0,0.0,0.03,0.45,,,tbd,,"Human Soft, Ivolgamus",E,North-America,0.9333333333333332,0.0005046313948011
Lego Batman 3: Beyond Gotham,3DS,2014.0,Action,Warner Bros. Interactive Entertainment,0.21,0.2,0.0,0.04,0.45,,,6.4,7.0,TT Games,E10+,North-America,0.4666666666666666,0.0017447270471464
iCarly,Wii,2009.0,Adventure,Activision,0.42,0.0,0.0,0.03,0.45,,,tbd,,Blitz Games,E,North-America,0.9333333333333332,0.0005046313948011
Star Wars Jedi Knight: Jedi Academy,XB,2003.0,Shooter,Activision,0.34,0.1,0.0,0.02,0.45,76.0,30.0,8.7,30.0,Vicarious Visions,T,North-America,0.7555555555555555,0.0017850767583006
Phoenix,2600,1981.0,Simulation,Atari,0.42,0.02,0.0,0.0,0.45,,,,,,,North-America,0.9333333333333332,0.0051981055792999
Dynasty Warriors: Strikeforce,PSP,2009.0,Action,Ubisoft Annecy,0.03,0.02,0.38,0.02,0.45,65.0,28.0,6.8,10.0,Omega Force,T,Japan,0.8444444444444444,0.0015528486145139
Brain Challenge,DS,2008.0,Misc,Ubisoft,0.41,0.0,0.0,0.03,0.45,68.0,7.0,7,4.0,Ubisoft,E,North-America,0.911111111111111,0.0005598895151356
Command & Conquer: Red Alert 3,X360,2008.0,Strategy,Electronic Arts,0.18,0.23,0.0,0.05,0.45,,,,,,,Europe,0.5111111111111111,0.0004680722703585
Enemy Territory: Quake Wars,X360,2008.0,Shooter,Activision,0.3,0.11,0.0,0.04,0.45,69.0,54.0,7.3,26.0,Nerve Software,T,North-America,0.6666666666666666,0.0004680722703585
Major League Baseball 2K11,X360,2011.0,Sports,Take-Two Interactive,0.4,0.03,0.0,0.03,0.45,69.0,27.0,6.8,24.0,Visual Concepts,E,North-America,0.888888888888889,0.0004680722703585
Harvest Moon DS (US sales),DS,2005.0,Simulation,Rising Star Games,0.4,0.05,0.0,0.0,0.45,,,,,,,North-America,0.888888888888889,0.0005598895151356
Apocalypse,PS,1998.0,Action,Activision,0.25,0.17,0.0,0.03,0.45,,,,,,,North-America,0.5555555555555556,0.0006186332329772
ATV Offroad Fury Pro,PSP,2006.0,Racing,Sony Computer Entertainment,0.37,0.03,0.0,0.04,0.45,76.0,32.0,tbd,,"Climax Group, Climax Studios",E,North-America,0.8222222222222222,0.0015528486145139
Burnout Dominator,PSP,2007.0,Racing,Electronic Arts,0.02,0.38,0.01,0.05,0.45,76.0,23.0,8.2,27.0,Criterion Games,E10+,Europe,0.8444444444444444,0.0015528486145139
Yu-Gi-Oh! Destiny Board Traveler,GBA,2004.0,Misc,Konami Digital Entertainment,0.32,0.12,0.0,0.01,0.45,,,,,,,North-America,0.7111111111111111,0.001472416726654
God Eater 2,PSV,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.45,0.0,0.45,,,,,,,Japan,1.0,0.0083612040133779
Scooby-Doo! and the Spooky Swamp,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0.0,0.04,0.45,,,,,,,North-America,0.6444444444444444,0.0005046313948011
Crash of the Titans,Wii,2007.0,Action,Vivendi Games,0.39,0.02,0.0,0.03,0.45,69.0,16.0,5.8,22.0,Radical Entertainment,E10+,North-America,0.8666666666666667,0.0005046313948011
World Soccer Winning Eleven 5 Final Evolution,PS2,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,,,,,,Japan,1.0,0.0003648273961052
Red Faction: Armageddon,PS3,2011.0,Shooter,THQ,0.2,0.15,0.03,0.07,0.45,71.0,52.0,7.3,58.0,Volition Inc.,M,North-America,0.4444444444444445,0.0004832733716372
Sphinx and the Cursed Mummy,PS2,2003.0,Action,THQ,0.22,0.17,0.0,0.06,0.45,,,,,,,North-America,0.4888888888888889,0.0003648273961052
Fatal Fury 2,SNES,1993.0,Fighting,Takara,0.0,0.0,0.45,0.0,0.45,,,,,,,Japan,1.0,0.0022494376405898
Rampage World Tour,N64,1998.0,Action,GT Interactive,0.36,0.08,0.0,0.01,0.45,,,,,,,North-America,0.7999999999999999,0.0020622336281563
Pokemon Puzzle League,N64,2000.0,Puzzle,Nintendo,0.36,0.08,0.0,0.01,0.45,,,,,,,North-America,0.7999999999999999,0.0020622336281563
PES 2009: Pro Evolution Soccer,Wii,2009.0,Sports,Konami Digital Entertainment,0.09,0.26,0.05,0.05,0.45,,,,,,,Europe,0.5777777777777778,0.0005046313948011
Despicable Me: The Game - Minion Mayhem,DS,2010.0,Puzzle,D3Publisher,0.37,0.05,0.0,0.03,0.45,,,,,,,North-America,0.8222222222222222,0.0005598895151356
Lego Batman 3: Beyond Gotham,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0.0,0.04,0.45,,,7,20.0,TT Games,E10+,North-America,0.4666666666666666,0.0054771178188899
Tekken Advance,GBA,2001.0,Fighting,Infogrames,0.32,0.12,0.0,0.01,0.45,82.0,14.0,8.2,13.0,Eighting/Raizing,T,North-America,0.7111111111111111,0.001472416726654
Shin Megami Tensei: Persona 3,PS2,2006.0,Role-Playing,Tecmo Koei,0.22,0.03,0.0,0.2,0.45,86.0,52.0,8.4,116.0,Atlus Co.,M,North-America,0.4888888888888889,0.0003648273961052
Persona,PS,1995.0,Role-Playing,Atlus,0.0,0.0,0.42,0.03,0.45,,,,,,,Japan,0.9333333333333332,0.0006186332329772
Hot Wheels: Stunt Track Challenge,GBA,2004.0,Racing,THQ,0.32,0.12,0.0,0.01,0.45,,,tbd,,Climax Group,E,North-America,0.7111111111111111,0.001472416726654
My Fashion Studio,DS,2007.0,Misc,Ubisoft,0.41,0.0,0.0,0.03,0.45,,,6.8,6.0,505 Games,E,North-America,0.911111111111111,0.0005598895151356
Mobile Suit Gundam,PS,1995.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45,,,,,,,Japan,0.9333333333333332,0.0006186332329772
TNA iMPACT!,X360,2008.0,Fighting,Midway Games,0.26,0.15,0.0,0.04,0.45,,,,,,,North-America,0.5777777777777778,0.0004680722703585
Pirates of the Caribbean: At World's End,Wii,2007.0,Action,Disney Interactive Studios,0.39,0.02,0.01,0.04,0.45,53.0,17.0,7.2,17.0,Eurocom Entertainment Software,T,North-America,0.8666666666666667,0.0005046313948011
Bee Movie Game,DS,2007.0,Action,Activision,0.41,0.0,0.0,0.03,0.45,58.0,9.0,tbd,,Vicarious Visions,E,North-America,0.911111111111111,0.0005598895151356
Sega Rally Revo,X360,2007.0,Racing,Sega,0.12,0.28,0.0,0.05,0.45,77.0,42.0,7.2,30.0,SEGA Racing Studio,E,Europe,0.6222222222222222,0.0004680722703585
SingStar Take That,PS2,2009.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.39,0.45,,,,,,,Other,0.8666666666666667,0.0003648273961052
Final Fantasy Collection,PS,1999.0,Role-Playing,Square,0.0,0.0,0.42,0.03,0.45,,,,,,,Japan,0.9333333333333332,0.0006186332329772
Disney Sing It! High School Musical 3: Senior Year,PS2,2008.0,Misc,Disney Interactive Studios,0.09,0.02,0.0,0.34,0.45,,,,,,,Other,0.7555555555555555,0.0003648273961052
Samurai Warriors: Xtreme Legends,PS2,2004.0,Action,Tecmo Koei,0.04,0.03,0.36,0.01,0.45,72.0,17.0,8.6,13.0,Omega Force,T,Japan,0.7999999999999999,0.0003648273961052
LEGO Rock Band,DS,2009.0,Misc,Warner Bros. Interactive Entertainment,0.32,0.09,0.0,0.04,0.45,80.0,8.0,7.5,6.0,Backbone Entertainment,E,North-America,0.7111111111111111,0.0005598895151356
NHL FaceOff,PS,1994.0,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45,,,,,,,North-America,0.5555555555555556,0.0006186332329772
WWE WrestleMania 21,XB,2005.0,Fighting,THQ,0.34,0.1,0.0,0.02,0.45,56.0,48.0,6.9,47.0,Studio Gigante,T,North-America,0.7555555555555555,0.0017850767583006
NBA Live 2005,GC,2004.0,Sports,Electronic Arts,0.35,0.09,0.0,0.01,0.45,83.0,17.0,6.7,7.0,EA Canada,E,North-America,0.7777777777777777,0.002282641777417
